Id,ActivityDate,StepTotal,Calories,SedentaryMinutes,LightlyActiveMinutes,FairlyActiveMinutes,VeryActiveMinutes,SedentaryActiveDistance,LightActiveDistance,ModeratelyActiveDistance,VeryActiveDistance,MinutesLogged,MinutesNOTLogged,HoursNOTLogged
1844505072,4/20/2016,8,1349,1439,1,0,0,0.00,0.01,0.00,0.00,1440,0,0.00
1844505072,4/21/2016,8054,2062,1117,308,13,2,0.00,4.68,0.52,0.12,1440,0,0.00
1844505072,4/22/2016,5372,1827,1220,220,0,0,0.00,3.55,0.00,0.00,1440,0,0.00
1844505072,4/23/2016,3570,1645,1301,139,0,0,0.00,2.36,0.00,0.00,1440,0,0.00
1844505072,4/24/2016,0,1347,1440,0,0,0,0.00,0.00,0.00,0.00,1440,0,0.00
1844505072,4/25/2016,0,1347,1440,0,0,0,0.00,0.00,0.00,0.00,1440,0,0.00
1844505072,4/26/2016,0,1347,1440,0,0,0,0.00,0.00,0.00,0.00,1440,0,0.00
1844505072,4/27/2016,4,1348,1439,1,0,0,0.00,0.00,0.00,0.00,1440,0,0.00
1844505072,4/28/2016,6907,1992,1138,302,0,0,0.00,4.56,0.00,0.00,1440,0,0.00
1844505072,4/29/2016,4920,1856,1082,247,0,0,0.00,3.25,0.00,0.00,1329,111,1.85
1844505072,4/30/2016,4014,1763,218,184,0,0,0.00,2.65,0.00,0.00,402,1038,17.30
1844505072,5/1/2016,2573,1541,585,75,7,0,0.00,1.45,0.26,0.00,667,773,12.88
1844505072,5/2/2016,0,1348,1440,0,0,0,0.00,0.00,0.00,0.00,1440,0,0.00
1844505072,5/3/2016,4059,1742,1256,184,0,0,0.00,2.68,0.00,0.00,1440,0,0.00
1844505072,5/4/2016,2080,1549,1353,87,0,0,0.00,1.37,0.00,0.00,1440,0,0.00
1844505072,5/5/2016,2237,1589,1320,120,0,0,0.00,1.48,0.00,0.00,1440,0,0.00
1844505072,5/6/2016,44,1351,1438,2,0,0,0.00,0.03,0.00,0.00,1440,0,0.00
1844505072,5/7/2016,0,1347,1440,0,0,0,0.00,0.00,0.00,0.00,1440,0,0.00
1844505072,5/8/2016,0,1347,1440,0,0,0,0.00,0.00,0.00,0.00,1440,0,0.00
1844505072,5/9/2016,0,1347,1440,0,0,0,0.00,0.00,0.00,0.00,1440,0,0.00
1844505072,5/10/2016,0,1347,1440,0,0,0,0.00,0.00,0.00,0.00,1440,0,0.00
1844505072,5/11/2016,0,1347,1440,0,0,0,0.00,0.00,0.00,0.00,1440,0,0.00
1844505072,5/12/2016,0,665,711,0,0,0,0.00,0.00,0.00,0.00,711,729,12.15
1927972279,4/12/2016,678,2220,734,55,0,0,0.00,0.47,0.00,0.00,789,651,10.85
1927972279,4/13/2016,356,2151,986,32,0,0,0.00,0.25,0.00,0.00,1018,422,7.03
1927972279,4/14/2016,2163,2383,1292,88,9,0,0.00,1.10,0.40,0.00,1389,51,0.85
1927972279,4/15/2016,980,2221,941,51,0,0,0.00,0.68,0.00,0.00,992,448,7.47
1927972279,4/16/2016,0,2064,1440,0,0,0,0.00,0.00,0.00,0.00,1440,0,0.00
1927972279,4/17/2016,0,2063,1440,0,0,0,0.00,0.00,0.00,0.00,1440,0,0.00
1927972279,4/18/2016,244,2111,1423,17,0,0,0.00,0.17,0.00,0.00,1440,0,0.00
1927972279,4/19/2016,0,2063,1440,0,0,0,0.00,0.00,0.00,0.00,1440,0,0.00
1927972279,4/20/2016,0,2063,1440,0,0,0,0.00,0.00,0.00,0.00,1440,0,0.00
1927972279,4/21/2016,0,2064,1440,0,0,0,0.00,0.00,0.00,0.00,1440,0,0.00
1927972279,4/22/2016,149,2093,1430,10,0,0,0.00,0.10,0.00,0.00,1440,0,0.00
1927972279,4/23/2016,2945,2499,1295,145,0,0,0.00,2.04,0.00,0.00,1440,0,0.00
1927972279,4/24/2016,2090,2324,1358,75,6,1,0.00,1.14,0.24,0.07,1440,0,0.00
1927972279,4/25/2016,152,2100,1303,12,0,0,0.00,0.11,0.00,0.00,1315,125,2.08
1927972279,4/26/2016,3761,2638,1058,192,0,0,0.00,2.60,0.00,0.00,1250,190,3.17
1927972279,4/27/2016,0,2063,1440,0,0,0,0.00,0.00,0.00,0.00,1440,0,0.00
1927972279,4/28/2016,1675,2351,1167,95,0,0,0.00,1.16,0.00,0.00,1262,178,2.97
1927972279,4/29/2016,0,2063,1440,0,0,0,0.00,0.00,0.00,0.00,1440,0,0.00
1927972279,4/30/2016,0,2064,1440,0,0,0,0.00,0.00,0.00,0.00,1440,0,0.00
1927972279,5/1/2016,2704,2411,1355,70,1,14,0.00,0.83,0.03,1.01,1440,0,0.00
1927972279,5/2/2016,3790,2505,1322,94,8,16,0.00,1.16,0.30,1.16,1440,0,0.00
1927972279,5/3/2016,1326,2195,1413,17,0,10,0.00,0.18,0.00,0.73,1440,0,0.00
1927972279,5/4/2016,1786,2338,1353,87,0,0,0.00,1.24,0.00,0.00,1440,0,0.00
1927972279,5/5/2016,0,2063,1440,0,0,0,0.00,0.00,0.00,0.00,1440,0,0.00
1927972279,5/6/2016,2091,2383,1332,108,0,0,0.00,1.45,0.00,0.00,1440,0,0.00
1927972279,5/7/2016,1510,2229,1392,48,0,0,0.00,1.04,0.00,0.00,1440,0,0.00
1927972279,5/8/2016,0,2063,1440,0,0,0,0.00,0.00,0.00,0.00,1440,0,0.00
1927972279,5/9/2016,0,2063,1440,0,0,0,0.00,0.00,0.00,0.00,1440,0,0.00
1927972279,5/10/2016,0,2063,1440,0,0,0,0.00,0.00,0.00,0.00,1440,0,0.00
1927972279,5/11/2016,0,2063,1440,0,0,0,0.00,0.00,0.00,0.00,1440,0,0.00
1927972279,5/12/2016,0,1383,966,0,0,0,0.00,0.00,0.00,0.00,966,474,7.90
2022484408,4/12/2016,11875,2390,1157,227,14,42,0.00,4.26,0.77,3.31,1440,0,0.00
2022484408,4/13/2016,12024,2601,1100,292,5,43,0.00,5.41,0.10,2.99,1440,0,0.00
2022484408,4/14/2016,10690,2312,1148,257,3,32,0.00,4.82,0.21,2.48,1440,0,0.00
2022484408,4/15/2016,11034,2525,1122,282,9,27,0.00,5.78,0.31,1.94,1440,0,0.00
2022484408,4/16/2016,10100,2177,1237,151,11,41,0.00,3.39,0.55,3.15,1440,0,0.00
2022484408,4/17/2016,15112,2782,1052,331,29,28,0.00,6.88,0.66,3.87,1440,0,0.00
2022484408,4/18/2016,14131,2770,1078,311,3,48,0.00,6.30,0.12,3.64,1440,0,0.00
2022484408,4/19/2016,11548,2489,1152,250,7,31,0.00,5.00,0.24,3.29,1440,0,0.00
2022484408,4/20/2016,15112,2897,1053,276,63,48,0.00,5.40,1.93,3.34,1440,0,0.00
2022484408,4/21/2016,12453,3158,1028,255,53,104,0.00,4.31,1.11,3.33,1440,0,0.00
2022484408,4/22/2016,12954,2638,1105,273,10,52,0.00,4.47,0.42,4.43,1440,0,0.00
2022484408,4/23/2016,6001,2069,1191,249,0,0,0.00,4.21,0.00,0.00,1440,0,0.00
2022484408,4/24/2016,13481,2529,1161,216,26,37,0.00,4.58,1.15,4.55,1440,0,0.00
2022484408,4/25/2016,11369,2470,1171,217,8,44,0.00,4.46,0.22,3.33,1440,0,0.00
2022484408,4/26/2016,10119,2793,1086,275,24,55,0.00,5.11,0.66,1.43,1440,0,0.00
2022484408,4/27/2016,10159,2463,1119,282,20,19,0.00,5.12,0.97,1.04,1440,0,0.00
2022484408,4/28/2016,10140,2296,1123,291,20,6,0.00,5.39,1.33,0.41,1440,0,0.00
2022484408,4/29/2016,10245,2611,1098,281,40,21,0.00,5.50,1.21,0.48,1440,0,0.00
2022484408,4/30/2016,18387,2732,1043,361,23,13,0.00,10.57,1.40,0.94,1440,0,0.00
2022484408,5/1/2016,10538,2380,1142,245,28,25,0.00,4.50,0.96,1.94,1440,0,0.00
2022484408,5/2/2016,10379,2473,1119,277,8,36,0.00,4.33,0.34,2.61,1440,0,0.00
2022484408,5/3/2016,12183,2752,1104,250,14,72,0.00,4.28,0.46,3.99,1440,0,0.00
2022484408,5/4/2016,11768,2649,1105,272,27,36,0.00,4.85,0.93,2.51,1440,0,0.00
2022484408,5/5/2016,11895,2609,1112,253,20,55,0.00,4.70,0.86,2.79,1440,0,0.00
2022484408,5/6/2016,10227,2498,1104,295,17,24,0.00,4.64,0.67,1.87,1440,0,0.00
2022484408,5/7/2016,6708,1995,1269,149,2,20,0.00,3.02,0.08,1.61,1440,0,0.00
2022484408,5/8/2016,3292,1848,1305,135,0,0,0.00,2.31,0.00,0.00,1440,0,0.00
2022484408,5/9/2016,13379,2709,1061,297,47,35,0.00,5.64,1.63,2.12,1440,0,0.00
2022484408,5/10/2016,12798,2797,1084,271,28,57,0.00,5.56,1.21,2.22,1440,0,0.00
2022484408,5/11/2016,13272,2544,1133,224,25,58,0.00,3.99,1.15,4.18,1440,0,0.00
2022484408,5/12/2016,9117,1853,728,236,16,16,0.00,4.44,0.67,1.28,996,444,7.40
2026352035,4/12/2016,4414,1459,706,181,8,3,0.00,2.20,0.35,0.19,898,542,9.03
2026352035,4/13/2016,4993,1521,663,238,0,0,0.00,3.10,0.00,0.00,901,539,8.98
2026352035,4/14/2016,3335,1431,653,197,0,0,0.00,2.05,0.00,0.00,850,590,9.83
2026352035,4/15/2016,3821,1444,687,188,0,0,0.00,2.37,0.00,0.00,875,565,9.42
2026352035,4/16/2016,2547,1373,728,150,0,0,0.00,1.58,0.00,0.00,878,562,9.37
2026352035,4/17/2016,838,1214,1053,60,0,0,0.00,0.52,0.00,0.00,1113,327,5.45
2026352035,4/18/2016,3325,1419,1062,182,0,0,0.00,2.06,0.00,0.00,1244,196,3.27
2026352035,4/19/2016,2424,1356,785,141,0,0,0.00,1.50,0.00,0.00,926,514,8.57
2026352035,4/20/2016,7222,1667,623,327,0,0,0.00,4.48,0.00,0.00,950,490,8.17
2026352035,4/21/2016,2467,1370,749,153,0,0,0.00,1.53,0.00,0.00,902,538,8.97
2026352035,4/22/2016,2915,1399,712,162,0,0,0.00,1.81,0.00,0.00,874,566,9.43
2026352035,4/23/2016,12357,1916,458,432,0,0,0.00,7.71,0.00,0.00,890,550,9.17
2026352035,4/24/2016,3490,1401,704,164,0,0,0.00,2.16,0.00,0.00,868,572,9.53
2026352035,4/25/2016,6017,1576,821,260,0,0,0.00,3.73,0.00,0.00,1081,359,5.98
2026352035,4/26/2016,5933,1595,1018,288,0,0,0.00,3.68,0.00,0.00,1306,134,2.23
2026352035,4/27/2016,6088,1593,586,286,0,0,0.00,3.77,0.00,0.00,872,568,9.47
2026352035,4/28/2016,6375,1649,626,331,0,0,0.00,3.95,0.00,0.00,957,483,8.05
2026352035,4/29/2016,7604,1692,492,352,0,0,0.00,4.71,0.00,0.00,844,596,9.93
2026352035,4/30/2016,4729,1506,594,233,0,0,0.00,2.93,0.00,0.00,827,613,10.22
2026352035,5/1/2016,3609,1447,716,191,0,0,0.00,2.28,0.00,0.00,907,533,8.88
2026352035,5/2/2016,7018,1690,716,355,0,0,0.00,4.35,0.00,0.00,1071,369,6.15
2026352035,5/3/2016,5992,1604,981,304,0,0,0.00,3.72,0.00,0.00,1285,155,2.58
2026352035,5/4/2016,6564,1658,530,345,0,0,0.00,4.07,0.00,0.00,875,565,9.42
2026352035,5/5/2016,12167,1926,479,475,0,0,0.00,7.54,0.00,0.00,954,486,8.10
2026352035,5/6/2016,8198,1736,511,383,0,0,0.00,5.08,0.00,0.00,894,546,9.10
2026352035,5/7/2016,4193,1491,665,229,0,0,0.00,2.60,0.00,0.00,894,546,9.10
2026352035,5/8/2016,5528,1555,610,258,0,0,0.00,3.45,0.00,0.00,868,572,9.53
2026352035,5/9/2016,10685,1869,543,401,0,0,0.00,6.60,0.00,0.00,944,496,8.27
2026352035,5/10/2016,254,1141,1002,17,0,0,0.00,0.16,0.00,0.00,1019,421,7.02
2026352035,5/11/2016,8580,1698,569,330,0,0,0.00,5.32,0.00,0.00,899,541,9.02
2026352035,5/12/2016,8891,1364,330,343,0,0,0.00,5.51,0.00,0.00,673,767,12.78
2320127002,4/12/2016,10725,2124,1112,306,9,13,0.00,6.01,0.31,1.17,1440,0,0.00
2320127002,4/13/2016,7275,2003,1105,335,0,0,0.00,4.90,0.00,0.00,1440,0,0.00
2320127002,4/14/2016,3973,1696,1249,191,0,0,0.00,2.68,0.00,0.00,1440,0,0.00
2320127002,4/15/2016,5205,1801,1195,245,0,0,0.00,3.51,0.00,0.00,1440,0,0.00
2320127002,4/16/2016,5057,1724,1245,195,0,0,0.00,3.40,0.00,0.00,1440,0,0.00
2320127002,4/17/2016,6198,1852,1191,249,0,0,0.00,4.18,0.00,0.00,1440,0,0.00
2320127002,4/18/2016,6559,1905,1173,260,7,0,0.00,4.14,0.26,0.00,1440,0,0.00
2320127002,4/19/2016,5997,1811,1201,228,11,0,0.00,3.66,0.38,0.00,1440,0,0.00
2320127002,4/20/2016,7192,1922,1146,283,11,0,0.00,4.34,0.49,0.00,1440,0,0.00
2320127002,4/21/2016,3404,1610,1302,127,10,1,0.00,1.81,0.42,0.06,1440,0,0.00
2320127002,4/22/2016,5583,1851,1174,266,0,0,0.00,3.76,0.00,0.00,1440,0,0.00
2320127002,4/23/2016,5079,1804,1129,242,0,0,0.00,3.42,0.00,0.00,1371,69,1.15
2320127002,4/24/2016,4165,1725,1236,204,0,0,0.00,2.80,0.00,0.00,1440,0,0.00
2320127002,4/25/2016,3588,1654,1280,152,5,3,0.00,1.99,0.20,0.23,1440,0,0.00
2320127002,4/26/2016,3409,1632,1293,147,0,0,0.00,2.30,0.00,0.00,1440,0,0.00
2320127002,4/27/2016,1715,1481,1358,82,0,0,0.00,1.16,0.00,0.00,1440,0,0.00
2320127002,4/28/2016,1532,1473,1364,76,0,0,0.00,1.03,0.00,0.00,1440,0,0.00
2320127002,4/29/2016,924,1410,1395,45,0,0,0.00,0.62,0.00,0.00,1440,0,0.00
2320127002,4/30/2016,4571,1779,1206,234,0,0,0.00,3.07,0.00,0.00,1440,0,0.00
2320127002,5/1/2016,772,1403,1400,40,0,0,0.00,0.52,0.00,0.00,1440,0,0.00
2320127002,5/2/2016,3634,1613,1306,123,6,5,0.00,1.88,0.21,0.36,1440,0,0.00
2320127002,5/3/2016,7443,1878,1204,206,10,20,0.00,3.16,0.37,1.49,1440,0,0.00
2320127002,5/4/2016,1201,1426,1388,52,0,0,0.00,0.81,0.00,0.00,1440,0,0.00
2320127002,5/5/2016,5202,1780,1206,223,11,0,0.00,3.11,0.39,0.00,1440,0,0.00
2320127002,5/6/2016,4878,1742,1236,204,0,0,0.00,3.29,0.00,0.00,1440,0,0.00
2320127002,5/7/2016,7379,1972,1121,319,0,0,0.00,4.97,0.00,0.00,1440,0,0.00
2320127002,5/8/2016,5161,1821,1193,247,0,0,0.00,3.47,0.00,0.00,1440,0,0.00
2320127002,5/9/2016,3090,1630,1295,145,0,0,0.00,2.08,0.00,0.00,1440,0,0.00
2320127002,5/10/2016,6227,1899,1150,290,0,0,0.00,4.20,0.00,0.00,1440,0,0.00
2320127002,5/11/2016,6424,1903,1140,300,0,0,0.00,4.33,0.00,0.00,1440,0,0.00
2320127002,5/12/2016,2661,1125,830,128,0,0,0.00,1.79,0.00,0.00,958,482,8.03
2347167796,4/12/2016,10113,2344,964,320,13,28,0.00,4.20,0.62,2.00,1325,115,1.92
2347167796,4/13/2016,10352,2038,676,195,32,19,0.00,3.41,1.94,1.66,922,518,8.63
2347167796,4/14/2016,10129,2010,705,206,48,1,0.00,3.94,2.74,0.02,960,480,8.00
2347167796,4/15/2016,10465,2133,720,284,24,1,0.00,5.43,1.42,0.07,1029,411,6.85
2347167796,4/16/2016,22244,2670,968,268,72,66,0.00,5.53,4.10,5.45,1374,66,1.10
2347167796,4/17/2016,5472,1882,508,249,7,1,0.00,3.26,0.28,0.08,765,675,11.25
2347167796,4/18/2016,8247,1944,678,206,16,11,0.00,3.79,0.86,0.79,911,529,8.82
2347167796,4/19/2016,6711,2346,648,382,7,0,0.00,4.44,0.00,0.00,1037,403,6.72
2347167796,4/20/2016,10999,2198,1011,269,43,11,0.00,4.78,1.81,0.68,1334,106,1.77
2347167796,4/21/2016,10080,2048,761,208,26,23,0.00,3.38,1.53,1.85,1018,422,7.03
2347167796,4/22/2016,7804,1946,781,206,27,9,0.00,2.92,1.68,0.56,1023,417,6.95
2347167796,4/23/2016,16901,2629,591,360,35,32,0.00,7.15,1.45,2.78,1018,422,7.03
2347167796,4/24/2016,9471,2187,584,360,0,0,0.00,6.26,0.00,0.00,944,496,8.27
2347167796,4/25/2016,9482,2095,653,277,11,15,0.00,4.60,0.52,1.27,956,484,8.07
2347167796,4/26/2016,5980,1861,732,227,0,0,0.00,3.95,0.00,0.00,959,481,8.02
2347167796,4/27/2016,11423,2194,623,295,9,26,0.00,5.32,0.40,1.86,953,487,8.12
2347167796,4/28/2016,5439,1854,764,229,0,0,0.00,3.60,0.00,0.00,993,447,7.45
2347167796,4/29/2016,42,403,2,4,0,0,0.00,0.03,0.00,0.00,6,1434,23.90
2873212765,4/12/2016,8796,1982,1061,356,21,2,0.00,4.88,0.93,0.11,1440,0,0.00
2873212765,4/13/2016,7618,2004,1028,404,8,0,0.02,4.88,0.22,0.00,1440,0,0.00
